Customer ID,Name,Age,Gender,Marital Status,Employment Status,Highest Level of Education,Currently Studying?,Dependents,Annual Income,Current Loans,Interest Rate (%),Credit History,Asset Details ($),Transaction History (Monthly),Credit Score,Address,Vehicle Ownership,Repayment Amount ($),Existing Dues ($),Mortgage,Debt-to-Income Ratio (%),Loan Eligibility,Credit Card Ownership,Asset Details,Loan Count,Loan Tenure (Months),Monthly EMI ($)
6f03e1cb-f7ef-492b-acd4-70842fb19563,David Johnson,32,Other,Single,Self-employed,Senior Secondary,No,1,38991,0,11.12258583,Fair,342835,76,801,"Phoenix, AZ",No,4466.491284,16915,No,113.26,No,No,Scooter,1,28,181.8454695
76a889f0-c04a-4377-b05d-79079e4b40ce,Katie Martinez,25,Male,Married,Employed,Grad,Yes,0,21752,2,16.44277468,Bad,402047,11,462,"Los Angeles, IL",Yes,1256.013498,26536,No,55.88,No,No,Car,1,340,17.38031262
8608046b-011e-41df-ac53-2418ca9ceb60,Katie Miller,55,Female,Single,Retired,Grad,Yes,0,83184,0,6.873639234,Bad,430666,12,516,"Houston, NY",Yes,3730.10227,42210,No,29.54,No,No,Car,1,221,29.7996623
95a53168-53a3-4eaf-b6b1-b597fd61f2e8,David Garcia,53,Other,Married,Employed,Grad,No,1,57300,1,7.872844916,No History,192708,19,519,"Los Angeles, TX",Yes,990.108244,40689,Yes,15.62,No,Yes,House,1,323,7.389771506
b79d5087-a87b-4a05-a507-587e042daf42,Michael Davis,31,Female,Single,Employed,Grad,No,4,158209,0,13.37696964,Bad,284561,100,462,"Phoenix, TX",Yes,5141.093429,3578,No,27.77,No,No,Car,1,64,112.7919308
b85bd662-97bf-47d7-97c3-e752581097f2,Robert Garcia,27,Male,Single,Unemployed,Grad,Yes,1,99529,2,12.51122029,Fair,92384,57,785,"Phoenix, AZ",No,4886.231687,24023,No,53.04,No,No,Scooter,1,139,66.72614026
a7ff2626-8b6e-4e15-906c-548acd18e81a,Michael Rodriguez,32,Male,Single,Unemployed,Undergrad,No,4,178105,1,8.99595731,Good,128599,62,548,"Los Angeles, NY",No,6366.121412,37743,No,31.22,No,Yes,Scooter,2,157,69.12249348
2e35bcbd-ee29-40f6-85be-6663f4ed6a21,Chris Martinez,24,Female,Single,Unemployed,Senior Secondary,Yes,4,92376,1,11.12514865,Fair,325704,28,536,"Los Angeles, IL",No,5140.903506,11507,No,54.49,No,Yes,Scooter,1,315,50.41608381
84c6193d-24ff-49ae-adf1-f8f18e3f666e,John Miller,37,Female,Single,Self-employed,Grad,Yes,0,93891,0,5.524719171,No History,464799,75,820,"Phoenix, TX",Yes,4871.28034,43214,No,41.28,No,No,Car,1,321,29.08447883
9d02d02a-0eaa-4337-8b80-3ca84835b332,Robert Rodriguez,49,Female,Married,Self-employed,Grad,Yes,2,102658,0,5.55557162,Bad,313253,13,309,"New York, CA",Yes,1446.711752,5930,No,15.51,No,Yes,Car,1,259,9.599872962
c278c043-9ec1-4765-89a2-dc81f361a520,John Miller,48,Other,Single,Unemployed,Senior Secondary,No,3,97473,0,6.423905042,Good,32097,63,789,"Houston, CA",No,3963.12954,11710,No,57.38,No,Yes,Scooter,1,12,341.8650754
1b6ee63a-4def-4ce7-86fd-8359c73a605d,Chris Miller,19,Female,Single,Unemployed,Undergrad,Yes,1,69782,2,13.6518868,Bad,435171,47,828,"Los Angeles, NY",No,5429.963596,22605,Yes,59.76,No,Yes,House,1,52,138.9132968
84ba7045-bad6-43d8-bd07-92484c7899fe,Robert Miller,28,Male,Single,Employed,Senior Secondary,Yes,3,165749,0,17.95574622,Bad,466776,94,651,"Chicago, CA",Yes,1311.844443,5632,Yes,7.12,Yes,No,House,1,84,27.53811711
98ea798d-4422-4e3b-a2fd-22b08402b045,Jane Martinez,52,Male,Single,Retired,Senior Secondary,No,0,151905,0,8.903349339,No History,147150,39,452,"Houston, TX",Yes,2386.23779,16766,No,19.2,No,Yes,Car,1,171,24.67570745
dc8ff339-b48b-4c14-bfdf-78a39f3cc11e,Katie Jones,52,Other,Single,Employed,Grad,Yes,0,171943,1,5.509097446,No History,192357,12,793,"Phoenix, TX",No,367.4182445,4037,No,2.07,Yes,No,Scooter,1,223,2.63592923
e08730a6-970a-41fe-8526-2e7c43d2b9d3,Chris Davis,39,Other,Single,Self-employed,Senior Secondary,No,3,195661,2,15.62940653,No History,480526,26,816,"Houston, TX",No,7631.290045,19589,No,24.91,Yes,No,Scooter,1,344,100.5664872
9795e34e-d0b8-4005-8a59-a7498c5cf4b4,Jane Martinez,30,Male,Single,Employed,Undergrad,No,3,49057,2,17.83028359,No History,70814,46,659,"Chicago, CA",No,1485.874394,23161,Yes,35.2,Yes,No,House,1,307,22.31905874
64522eff-1450-4b4c-bfc3-78587d0371d4,Michael Jones,48,Other,Single,Retired,Senior Secondary,No,2,168866,0,7.072591779,Good,328155,38,416,"New York, TX",Yes,4072.540538,1277,No,32.09,No,No,Car,1,150,40.97237313
e946dbd2-e39e-45b3-8afa-a9c7549a98b6,Chris Johnson,49,Other,Married,Self-employed,Undergrad,Yes,0,131827,2,10.78621544,Fair,179381,70,304,"Houston, IL",Yes,7124.959239,38310,Yes,38.52,No,No,House,1,315,68.10755211
fce3f025-de69-466e-b5bc-9282462b152c,David Miller,33,Female,Married,Retired,Undergrad,Yes,2,26087,0,7.381052609,No History,113023,81,782,"Los Angeles, AZ",No,5836.19488,38803,Yes,211.88,No,No,House,1,54,127.3473507
f683c6a5-0664-4dd8-a3a0-b701b26e1c44,Alex Martinez,40,Male,Single,Employed,Grad,No,1,114618,2,6.595361459,Bad,190042,74,784,"Phoenix, AZ",Yes,2124.32777,48366,Yes,15.31,Yes,No,House,1,190,18.0445636
d86f9442-61b8-4e0c-bd58-66edba69ca40,Michael Davis,46,Other,Single,Self-employed,Grad,Yes,4,189997,0,14.72252808,Good,78794,34,838,"New York, CA",Yes,455.2698437,22504,No,2.25,Yes,Yes,Car,1,200,6.119621384
e6e3bf2b-2232-4503-8ca5-08c2e6314c8a,Jane Garcia,32,Female,Married,Employed,Senior Secondary,Yes,1,126303,1,19.51304714,Fair,320805,51,559,"New York, TX",No,1142.174241,12889,Yes,5.73,No,No,House,1,257,18.87161227
e6736303-99e6-436f-b8a3-d8ecbf48f9a4,David Miller,60,Male,Single,Retired,Grad,Yes,4,171042,1,15.17248438,No History,56518,27,850,"Chicago, AZ",Yes,996.5479425,24012,No,3.86,Yes,Yes,Car,1,309,12.8651228
207c456f-dc2a-4ae0-a14c-cdc9ba1cb2d0,John Rodriguez,59,Male,Single,Unemployed,Grad,No,3,56562,2,19.77221994,Bad,339878,18,653,"New York, AZ",No,4367.998767,42655,No,53,No,Yes,Scooter,1,165,77.17553315
2158009d-0b9e-4a09-b388-dd3a14ffb3a3,Chris Garcia,48,Other,Single,Retired,Grad,Yes,2,61008,2,11.51592914,Bad,227335,35,374,"New York, NY",No,267.0511433,36308,No,3.19,No,No,Scooter,1,115,3.844685565
96e54296-d5ae-4d79-bf05-03a8f4fe9d73,John Martinez,30,Other,Married,Self-employed,Senior Secondary,No,2,30119,1,18.46804683,No History,54680,76,647,"Chicago, AZ",Yes,7644.681993,31177,Yes,186.26,No,No,House,1,22,412.2667153
1e6a37f2-db6e-44fe-b018-65a16746a111,John Garcia,32,Male,Single,Employed,Grad,Yes,0,120253,2,8.07626337,Good,174744,11,793,"Chicago, IL",No,7066.079913,13315,Yes,44.57,No,Yes,House,1,36,221.6739441
2b1c347e-a12c-4b80-bc1d-9f79d3923667,Sarah Rodriguez,49,Male,Single,Retired,Grad,No,4,175939,0,6.768565505,No History,95848,87,403,"Phoenix, NY",Yes,6736.651268,23337,Yes,31.8,No,No,House,2,307,46.21826102
680d8cc5-c90e-4e1c-b811-e3baaec789ed,Jane Rodriguez,52,Male,Single,Self-employed,Undergrad,No,1,38715,2,15.53780076,Fair,102527,46,341,"Houston, TX",Yes,5780.523682,8148,No,133.44,No,No,Car,1,36,201.9094765
afa657f7-e0c7-4635-9c21-7d907001608c,Katie Brown,64,Other,Single,Employed,Undergrad,No,0,59338,2,10.57112496,Good,330585,77,501,"Los Angeles, IL",No,596.0821316,49802,No,13.04,No,No,Scooter,1,95,9.288124548
bbc1de64-61f3-4ab7-88e3-64439d31b0f1,Anna Jones,46,Male,Married,Self-employed,Grad,Yes,2,103191,1,9.765314041,Good,408800,16,529,"Los Angeles, AZ",No,1615.006663,39909,No,20.62,No,Yes,Scooter,1,117,21.45414643
e24b71fd-13a1-4b96-a482-3f5b619b0bd2,John Williams,58,Female,Single,Unemployed,Grad,Yes,1,82588,1,15.06920867,No History,427975,33,364,"Phoenix, AZ",Yes,1338.348431,14012,Yes,22.1,No,Yes,House,2,252,17.56305943
33ab2759-edde-48c5-81ed-68c007809132,Sarah Miller,59,Other,Single,Unemployed,Undergrad,Yes,1,199560,0,10.00226063,Good,398192,32,645,"Los Angeles, IL",No,188.9796142,38115,No,0.74,Yes,Yes,Scooter,1,130,2.386304464
24f183e1-689b-4b74-94ea-7d92eeaddc21,Alex Miller,23,Other,Single,Retired,Undergrad,No,4,103344,1,13.58837258,Fair,345394,50,564,"Chicago, IL",Yes,3309.646411,33019,No,28.92,No,Yes,Car,1,119,50.77263031
dc181141-d2de-4941-b02c-07b8941695fc,Robert Davis,34,Other,Single,Employed,Senior Secondary,Yes,2,174056,2,9.491826594,Fair,151893,43,435,"Houston, TX",No,2655.351032,45323,Yes,21.28,No,No,House,1,341,22.53851357
54c2190c-cdd7-4912-88b1-a64c6c10d22a,Katie Davis,58,Female,Single,Employed,Undergrad,No,1,69945,2,16.75636382,Good,220487,21,692,"Los Angeles, AZ",No,3755.447076,45705,Yes,64.7,No,Yes,House,1,191,56.43227118
09abee57-f1c5-432c-97fc-13d6e8e09ce0,John Brown,19,Female,Single,Self-employed,Grad,No,2,175327,0,9.685825107,Bad,245640,35,300,"Houston, TX",Yes,3901.425705,13539,No,21.03,No,No,Car,1,142,46.26334605
dc7ecbcd-1f34-4820-a3e2-795668fb9a84,David Brown,63,Other,Married,Unemployed,Grad,No,4,129893,1,13.02491217,Good,52990,58,480,"Los Angeles, CA",Yes,1723.24245,36003,Yes,8.96,No,No,House,1,306,19.41795896
82c0b2f8-40d6-41d4-aa06-44c340c20b9d,Katie Martinez,31,Male,Married,Employed,Grad,No,2,101506,2,5.347641255,No History,155800,68,701,"Los Angeles, CA",No,5081.36088,15380,No,32.39,Yes,No,Scooter,1,102,62.10331475
df3ca345-d745-44ee-a759-81a396c6dc51,John Rodriguez,37,Female,Married,Unemployed,Grad,No,1,159086,2,16.87596175,Fair,262313,90,430,"Los Angeles, AZ",No,3571.445459,2107,No,20.06,No,Yes,Scooter,1,252,51.75949497
144e81da-2def-42f5-ab7d-b1fc6ddc8613,Anna Brown,65,Other,Single,Unemployed,Undergrad,Yes,4,186086,0,14.30506662,Good,5191,52,346,"Houston, TX",Yes,6832.603194,40645,Yes,21.76,No,No,House,1,258,85.46855212
d2d3f20f-103f-43af-b14b-37fe2fde3dbe,Jane Smith,32,Other,Single,Self-employed,Senior Secondary,No,0,143860,1,7.883556005,Bad,231805,64,499,"Phoenix, TX",Yes,3995.355177,25677,Yes,28.82,No,Yes,House,2,179,38.02462508
eabae333-6c23-4202-835e-3cf3bfd0bc51,Sarah Rodriguez,48,Male,Single,Employed,Undergrad,Yes,4,190628,0,8.230600641,No History,53444,41,528,"New York, IL",Yes,8639.433918,32376,No,25.35,No,Yes,Car,2,234,74.25618389
13b042a8-e188-4949-a3f5-3eed4d16f415,Robert Davis,55,Male,Single,Unemployed,Undergrad,Yes,4,157535,2,8.937393778,Bad,102262,48,817,"Houston, NY",Yes,2273.886678,3658,Yes,21.35,Yes,Yes,House,1,289,19.18240734
e710fff2-1f4b-4b41-b19b-4f1edf074225,Katie Johnson,20,Female,Single,Retired,Grad,Yes,1,171804,1,13.64795157,Good,466216,83,423,"Phoenix, CA",Yes,2814.101446,6663,Yes,13.21,No,No,House,1,201,35.68028979
dc67c4e4-15fe-4bd6-8408-0383732f13a5,David Jones,34,Other,Single,Unemployed,Undergrad,Yes,3,103550,0,13.224745,Bad,134377,64,594,"Chicago, IL",No,2266.769808,18026,No,29.53,No,Yes,Scooter,1,30,89.14846775
494dab58-e5e7-4370-b4de-d93081f52a74,Sarah Jones,53,Other,Single,Employed,Grad,Yes,3,51644,1,9.107955795,Fair,345699,34,427,"Phoenix, TX",No,2420.848593,10856,No,36.29,No,No,Scooter,2,25,106.67731
1088467f-a137-48fc-9589-ca55bdc7827d,Alex Smith,24,Male,Single,Unemployed,Undergrad,Yes,4,152381,2,15.41093438,No History,119198,22,303,"Los Angeles, TX",No,2009.075762,46511,Yes,14.37,No,No,House,1,254,26.8517917
9fa392da-4b19-4e6a-9501-f494a3d22eee,Chris Jones,64,Other,Married,Retired,Undergrad,No,3,111209,1,18.33561749,Good,173602,12,783,"Los Angeles, IL",Yes,2636.488805,42239,Yes,31.5,Yes,No,House,1,120,48.07676021
bbe7fecc-c1fd-4143-a8ff-311a786a0b9f,Jane Rodriguez,22,Female,Single,Unemployed,Senior Secondary,Yes,4,94026,2,5.652732165,Good,61525,62,634,"New York, TX",Yes,6243.034493,5729,No,45.49,No,Yes,Car,1,201,48.11847323
a118a6ee-d154-42f6-b8fb-cce6a5feb389,Chris Martinez,57,Other,Single,Unemployed,Senior Secondary,Yes,2,180336,1,11.25794957,Fair,280494,82,368,"New York, CA",No,3258.340205,27918,No,23.42,No,No,Scooter,1,229,34.65213939
61fa3898-ee7f-47c2-8b62-0c9ebee19ff3,David Brown,65,Female,Married,Self-employed,Grad,Yes,4,110360,0,13.90280178,Bad,188093,73,626,"New York, IL",No,3351.713698,46104,Yes,26.36,Yes,No,House,1,310,39.95580795
cee66519-a3ee-4590-899f-6cc0e6c23424,Sarah Brown,57,Female,Single,Employed,Grad,Yes,1,187364,0,13.79652805,Fair,63835,35,726,"Houston, AZ",No,978.0256486,37510,Yes,4.52,Yes,Yes,House,2,322,11.53513994
0424ec6b-ad0d-442d-917e-b33e44188416,John Johnson,45,Male,Single,Unemployed,Grad,No,0,50086,1,5.293030205,No History,452696,12,300,"Chicago, NY",Yes,872.2026353,14660,Yes,12.58,No,No,House,1,247,5.804387739
71c08a8a-c151-4501-bae7-c8c5dbe72d11,David Garcia,59,Other,Single,Employed,Undergrad,No,3,126282,2,8.158490988,Good,354416,11,376,"New York, NY",No,4538.075383,37526,Yes,33.18,No,No,House,1,179,43.90956994
b640a4e6-48cc-4aff-8174-46c581f38f3e,Alex Smith,31,Female,Single,Retired,Undergrad,No,1,120410,2,5.92746082,Fair,436614,77,587,"New York, NY",No,2179.970583,12711,Yes,10.18,No,No,House,2,279,14.41325718
b14f05b1-4894-405e-9ec1-55f03ad2110f,Katie Miller,33,Male,Single,Retired,Grad,No,2,139373,1,13.53447609,Bad,410561,57,449,"New York, NY",Yes,5538.516697,36975,No,24.46,No,Yes,Car,1,204,69.52189019
50631782-b473-4df7-a482-dcdfa81b540b,Chris Johnson,18,Female,Single,Self-employed,Grad,Yes,3,102827,2,14.68084832,Fair,44447,77,535,"New York, NY",No,3840.485707,38418,Yes,35.79,No,No,House,1,253,49.25654313
709a0c22-9c43-4d0d-9942-4f020b22a160,Jane Martinez,54,Male,Single,Employed,Undergrad,Yes,2,96095,2,7.396132451,Good,337150,85,840,"New York, TX",Yes,518.7576742,20940,No,6.94,Yes,Yes,Car,1,173,4.884534352
a0519aca-d692-4721-bd9f-6fa33dbffbe0,Jane Martinez,41,Male,Single,Retired,Undergrad,Yes,1,164285,1,9.99516679,No History,444651,10,735,"Houston, TX",Yes,4086.298751,15996,Yes,23.69,Yes,Yes,House,1,350,36.01118589
f71e13e2-9b7a-40e5-bb4e-f46041bcc786,Sarah Garcia,35,Other,Single,Unemployed,Undergrad,No,1,34048,2,9.947056151,Good,185266,91,504,"Houston, IL",No,4594.153576,24804,Yes,129.66,No,No,House,1,290,41.90662071
0352dae8-7a30-45f1-a28f-8d2a14e1bb4a,Jane Garcia,36,Other,Single,Self-employed,Grad,Yes,4,111694,1,17.29703497,No History,325429,83,757,"Houston, AZ",Yes,2153.660075,21849,No,17.45,Yes,No,Car,1,146,35.42763277
96a1326a-6788-436c-8cce-94c82b18ae3e,Robert Smith,28,Male,Single,Unemployed,Undergrad,No,3,48421,2,7.919891068,Bad,370981,92,404,"Los Angeles, TX",Yes,3003.636301,36764,No,55.02,No,Yes,Car,2,204,26.83718124
23d6babe-de2c-43e9-bec2-e009c8be2c62,Michael Martinez,39,Male,Single,Employed,Undergrad,Yes,2,98720,1,13.22471182,Fair,306380,13,437,"Phoenix, AZ",No,416.6886958,33260,No,3.17,No,No,Scooter,1,100,6.897148527
292290de-0f25-4dad-b6f8-f2e26cd565c6,John Rodriguez,57,Female,Single,Self-employed,Senior Secondary,Yes,1,59791,0,16.74403269,Fair,462248,79,561,"Los Angeles, TX",No,6225.606682,10714,Yes,94.19,No,Yes,House,1,53,166.9852229
b30b4292-dd5b-4a91-9547-5d6c60c1e589,Katie Johnson,23,Other,Single,Self-employed,Undergrad,No,0,113904,1,17.44367289,No History,62732,18,472,"Phoenix, TX",No,6159.535854,37988,Yes,39.96,No,Yes,House,1,104,115.2242583
09ecf8ce-792c-4808-95f4-6e7710af567f,Robert Jones,38,Female,Married,Unemployed,Senior Secondary,Yes,1,42973,2,14.99849141,No History,390274,36,543,"Chicago, IL",Yes,2133.322966,10517,No,46.83,No,Yes,Car,1,226,28.37707161
0bf5debe-75b4-4c5b-a2be-ae944a9d62ea,Chris Davis,24,Other,Married,Retired,Undergrad,Yes,1,169377,2,9.492916284,Good,308464,22,508,"New York, IL",Yes,1388.038973,39275,No,7.36,No,No,Car,1,12,121.7035653
63968c03-7122-4bab-b52d-254508d9b0aa,Michael Williams,35,Male,Married,Retired,Undergrad,Yes,0,194245,1,17.34569862,Bad,449826,61,480,"Los Angeles, TX",No,5825.892291,33176,Yes,27.92,No,Yes,House,2,346,84.80324263
